,TT_mean,TT_CP,TT_Tucker,GPST-low,GPST-high,GPST-Hard,GP,CP,Tucker
1,0.3041970638681085,0.04966997253992012,0.04441963743554709,0.2395484692467637,0.24280690062518745,0.2666817294905798,0.3825996023528228,0.2398217465029328,0.24076361603385243
2,0.2972571482016071,0.04082896262243563,0.037713739312125294,0.23830086578324805,0.23948391515156922,0.2759413084398058,0.32877104690133707,0.2451224309626193,0.2548439183435424
3,0.8297496449715455,0.05238779445204907,0.04739115252569679,0.2340705560898315,0.2754491013560094,0.25791492235276875,0.3275539826117039,0.23579776075778616,0.23739151716630988
4,0.2438637686087501,0.052975606090458885,0.04187797552993742,0.22877498601747057,0.2384072821071345,0.25318707733695417,0.3164559948974795,0.23398035722080235,0.23835333104408862
5,0.9862590033428221,0.052322338024470026,0.033417540614694444,137.1620111419429,137.1620111419429,0.224446482667696,481845329540.977,0.21940859425075088,0.2145536555218492
6,5.510113522598124,0.046507437342817336,0.038235941047083166,0.2392693808530294,0.24328997845400419,0.31116985561077204,inf,0.250531669021916,0.253783012211045
7,0.4327305789555853,0.052988458987351,0.04513304676287785,0.2653532115480717,0.273810764006151,0.2929323307057844,0.36759316395136377,0.27472046283835316,0.27935076824798527
8,0.5082887669245073,0.0411517515753982,0.049353368367537995,0.2042259741749512,0.21668033146386748,,0.3290190252723499,0.2073363693488331,0.21236011982605094
9,0.45065492383382555,0.05205281953160515,0.04526170181443909,0.22527934053629595,0.22851299533138755,0.2507364593494012,0.3040868700993362,0.24228381007244684,0.23677239418737717
10,0.31152128397227496,0.057240189280937256,0.05518050531818847,0.24116183631367294,0.23927268322204917,0.2483692876185816,0.31716556609035673,0.23645865626512744,0.24375858798706665
