,TT_mean,TT_CP,TT_Tucker
1,0.8453359517835658,0.17325275922354919,0.16275728667097272
2,2.9810312838383766,0.17776630105787847,0.17320254203139965
3,0.7869017249551665,0.19219174169151163,0.18828023552618933
4,0.8435621221450521,0.18149473060355456,0.16002267596247516
5,1.0534250840606942,0.16424303777423557,0.15959126200742593
6,1.2315866384882515,0.17496928961144428,0.16129950814877825
7,0.7492734661684886,0.177730747630414,0.17978749954893333
8,0.7917523628008527,0.21280941774761664,0.1776830754564647
9,1.465140336797566,0.1927356125641345,0.18417855727780744
10,0.3798023326451694,0.16127568780425278,0.16597488385817954
11,1.2337041127935873,0.2008607854971397,0.185777905489369
12,0.9349508864882299,0.16340400284188622,0.1557163577826367
13,1.6432828635037546,0.18637543511773574,0.17968787897495303
14,0.6987628523145683,0.19128422442499057,0.18085576673553214
15,0.637415713811772,0.17506368721139995,0.16249560700952728
16,2.6541957048509497,0.17946999996387913,0.1688267767633035
17,0.45936801040470215,0.17507395403768683,0.16523357771301997
18,2.761589808240215,0.16026200572944696,0.15783479066571335
19,0.5990521035387527,0.1970010746356513,0.1688707731570778
20,2.567233334000342,0.18899162148217757,0.17945407223367646
