,TT_mean,TT_CP,TT_Tucker
1,0.8824437552211698,0.0060313651930691764,0.010691171257802338
2,3.026849283763983,0.007409977638240411,0.014876486989382636
3,0.8214424737563992,0.006752301142332245,0.007896716313432717
4,0.8696234954481741,0.0068241642986941724,0.006986613591901653
5,0.9537640045881213,0.005253798448229248,0.003968931640930616
6,1.1530439346576586,0.006619227906932334,0.006636701430093955
7,0.6686261966465684,0.01026143595377443,0.007466266289403218
8,0.792883621684433,0.007592803125042716,0.005322593481735293
9,1.3633124026569434,0.009063077250352948,0.005589586961384879
10,0.39077973247527686,0.005038169847143511,0.007756387460188276
11,1.2467969572393056,0.004804209573794148,0.007356612596382799
12,0.8452229524767251,0.00632958592373109,0.006703080666247824
13,1.4675119980441098,0.0070495591998061165,0.011762834127948887
14,0.7264714341261327,0.005754981844521684,0.006420569518195834
15,0.5765992790128436,0.00818893753350173,0.005889033042453223
16,0.3140079809588069,0.006545477436952818,0.010706028584848941
17,0.43709783320880896,0.004868975676792631,0.0035180677580344513
18,0.33191030607687994,0.008212480520269535,0.008029102565660341
19,0.5832371206187099,0.005391344580609722,0.009722510385135294
20,1.0103393868734671,0.007592497428125214,0.012855595210023812
