,TT_mean,TT_CP,TT_Tucker
1,0.9321733749325001,0.05134247142526839,0.041669879690252265
2,3.0616082935617874,0.04617942831257183,0.03972399706911964
3,0.7846094803117837,0.05377888083212406,0.18032483148028727
4,0.8010614837557143,0.06622246527679505,0.042615307934840536
5,1.0154329465814926,0.041666567001750886,0.03982691038782328
6,1.2693421368962614,0.046632192090609675,0.038340426550823335
7,0.7481725357447866,0.04936517786840855,0.05051598888050561
8,0.7262729462959944,0.05108311439272497,0.046563683479185
9,1.4808053997905353,0.05893129492987388,0.04381913577932272
10,0.41556481935246653,0.06089734989680268,0.051955267652587976
11,1.196737007130671,0.050447335394826355,0.056304507067054525
12,0.917995169139201,0.044166795071056315,0.08421857264979049
13,1.398006236995313,0.048746499740804874,0.04933534355014134
14,0.7833749787339231,0.055811926319233145,0.040047816106702785
15,0.5835988419404149,0.048961175274497594,0.05089943185520917
16,1.8925280656971444,0.04427240684418332,0.03114880475942972
17,0.45766811082871206,0.039958859107380076,0.03644203266669513
18,3.493139413323141,0.045444354571481244,0.0398097418754438
19,0.6098913926453394,0.0520344496136834,0.05458784389387165
20,1.2917489305454868,0.048919933107576585,0.04804604859570717
