,TT_mean,TT_CP,TT_Tucker,GPST-low,GPST-high,GPST-Hard,GP,CP,Tucker
1,0.3424208593135818,0.06547881376782216,0.060585758171527365,0.23291524210845732,0.23477435000445673,0.25659096151235533,0.3632894827837944,0.2369929626155826,0.23836016093955395
2,0.33293314653216155,0.061000028540580745,0.06041663799952265,0.23771269080027294,0.24088809157207944,0.25694434832329177,0.3512395216897421,0.24853729336654704,0.25425104498437917
3,1.2983478172454277,0.07746826496188451,0.07642555257856062,0.24210833295989748,0.25554146846609194,0.26638447384327507,0.347523988758597,0.2360518507598214,0.26080677581671224
4,0.26309529859578445,0.06859961789781024,0.09187926141751514,0.2485577266524665,0.2261261065724972,0.25471500156609506,0.28690852237453546,0.23515929968664281,0.23839138989906034
5,1.0736707215002201,0.05869009834421942,0.0491871504390384,137.1620111419429,137.1620111419429,,1.7593958681071966e+27,0.22056685300369433,0.2244601753811459
6,7.234932705326503,0.07634198224912435,0.06245277760745718,0.23407713443764996,0.24707686522419833,0.27002662431157387,0.32432409365250936,0.251985479535982,0.24966536096598718
7,0.49366381378598756,0.07630906547047325,0.060952926274531694,0.26528248706515833,0.2680284166520476,0.29788808635360536,0.37299880919787953,0.2759586246687004,0.29006572726626967
8,0.727228060732957,0.053725723489137844,0.044109577923610144,0.2060646557306975,0.2112661451643387,0.24347472734107933,0.31407103419575766,0.21305071809813417,0.21767632143281682
9,0.5024965441097122,0.06721885483014677,0.059467315648740596,0.22810688055835215,0.23500681592788275,0.2585844144286258,136.2339831300607,0.23308754182129776,0.2270822371760712
10,0.3521388221266805,0.09095979907717634,0.08244038026725733,0.25186800488536953,0.23892860901491744,0.2643939458321552,0.3410863174924017,0.23646913782053208,0.24356990570132503
