,TT_mean,TT_CP,TT_Tucker,GPST-low,GPST-high,GPST-Hard,GP,CP,Tucker
1,5.49679405576738,0.17810729065888845,0.16468297717986097,0.23520817822836027,0.24125483529498887,0.2736239936414589,0.3414804595160008,0.2402140561369113,0.24079931441861654
2,10.093400377271493,0.16497388504526447,0.16598406164700646,0.24478519868376414,0.23750236939424424,0.2645566629724592,0.36275459613686023,0.2504852985150627,0.2603755613219486
3,1.7149502233868246,0.17729175086295,0.16211520166550164,0.22890527013930032,0.24408848672857536,0.2590776935181714,0.3392107098153871,0.235595914170304,0.2372693442136303
4,0.46170803280269374,0.15778465152142399,0.1482472203848413,0.2257418814734214,0.23854918517002238,0.2565273730663914,0.30330974549136824,0.2355059097858803,0.23844995807683975
5,103.98376635501953,0.15880841585430608,0.15048751959285625,137.1620111419429,137.1620111419429,,29427838731.338898,0.2188670692020791,0.21613649832589443
6,19.67214511219434,0.18796299216658682,0.1769532479026603,0.23953756419213937,0.24644066732433018,0.29246316016805957,0.44252061757487976,0.25396240956550936,0.2517121594324864
7,12.041306387554497,0.20097372721177392,0.19312226098204308,0.2642838340573629,0.28446558572378466,0.2979077390885187,0.37530017025451107,0.27712700588826644,0.28015245150060103
8,9.731227537744285,0.15808431472420412,0.16379649179561867,0.2027013203628945,0.2138899848846327,0.2563444147261932,0.32313607945315886,0.21105939514543248,0.2104591746386726
9,22.716533091475824,0.17638014452423462,0.16423440694305497,0.22368071920806315,0.22764835974612851,0.2802215188099683,0.35307807074991365,0.23098122108477212,0.23272150748542508
10,0.40885834176894914,0.1794199162116469,0.16413568739802614,0.23221076969632395,0.25129967792801267,0.2590553720017736,0.32047802563249556,0.23651239421109976,0.24292022579299172
