,TT_mean,TT_CP,TT_Tucker,GPST-low,GPST-high,GPST-Hard,GP,CP,Tucker
1,0.19866617049676075,0.01885054892467412,0.01786620736447895,0.23135495549134863,0.23754417012782642,0.25990109372913106,0.37785028029121287,0.23739985147315243,0.23876271158068874
2,0.20151547489524607,0.011699230743039754,0.014585997332012402,0.2339861594181529,0.2400786406336169,0.264511978748634,0.2913051058683272,0.24582014425482393,0.2589218197658759
3,0.26784511324077426,0.015334697186615493,0.033699990146546135,0.23593290443437065,0.24225680721042658,0.25391835288379777,0.34149352049658666,0.2381398170861096,0.23741618573429157
4,0.16823300700444693,0.015336410571032256,0.01685138147837605,0.23966546405832864,0.23524702365000072,0.2530127509007344,0.3232990188466723,0.23539288278439993,0.23825732111303
5,0.6495840873615116,0.00683687627796598,0.005192529502286308,137.1620111419429,137.1620111419429,1.643686031524089e+58,0.28811739090652827,0.22050964819554603,0.2213634148179585
6,0.42798423125989815,0.02240597838370805,0.02183070710297794,0.23950252414073445,0.24794122959848125,0.2787446109867044,1840.1177009033952,0.24931406593166097,0.2525211387079907
7,0.24848335768776672,0.02200391123418773,0.019390693437900203,0.2679703074328166,0.2797592026065571,0.36581566197295645,0.3821373707035295,0.2759039519936645,0.2788894535241215
8,0.25116628300964877,0.026046906761577303,0.018869334952376686,0.20882062648033703,0.21142341801417838,0.2552320481289561,0.35716909438711947,0.21225015291929913,0.2140834730749047
9,0.26507030492252404,0.017017363930749287,0.014744211948997311,0.22713716068958753,0.23372234286851967,0.24640426923228226,0.26168401917950135,0.22970232725537337,0.24298156718596836
10,0.20556305082424242,0.02858934962378744,0.02216520641704036,0.24061688205687642,0.2447211478816918,0.24343542447193292,0.33117462585539365,0.23645272049139895,0.2435668470500674
