,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.1,30,0,1,2.0441840379796052,1.7898839649120872,1.7865422090279544
1,variance,0.1,30,0,2,2.0441840379796052,1.8585147910432052,1.8606174878155193
2,variance,0.1,30,0,3,2.0441840379796052,1.6204513101508855,1.6204162682615115
3,variance,0.1,30,0,4,2.0441840379796052,1.6250689605741049,1.639811971667283
4,variance,0.1,30,0,5,2.0441840379796052,1.6285330279311916,1.6358055809147896
