,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.01,37,0,1,1.906240291875341,1.61874389801031,1.6153014332839817
1,variance,0.01,37,0,2,1.906240291875341,1.6378124819375393,1.6396163551276237
2,variance,0.01,37,0,3,1.906240291875341,1.3512698734476334,1.3485726859476153
3,variance,0.01,37,0,4,1.906240291875341,1.361429876129944,1.3773571813718806
4,variance,0.01,37,0,5,1.906240291875341,1.3660462407693903,1.3705542563376736
