,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.01,34,3,1,0.6362160724776564,0.6181670530839102,0.6164423537694381
1,variance,0.01,34,3,2,0.6362160724776564,0.5666263388312457,0.5697251669679947
2,variance,0.01,34,3,3,0.6362160724776564,0.5559027493909662,0.5538468669918464
3,variance,0.01,34,3,4,0.6362160724776564,0.5755688441219582,0.5538035942893949
4,variance,0.01,34,3,5,0.6362160724776564,0.5755157879199483,0.5536928586049694
