,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.01,31,2,1,0.8270762469845272,0.633149615494465,0.6345141037098627
1,variance,0.01,31,2,2,0.8270762469845272,0.5972064283227034,0.5982329057876272
2,variance,0.01,31,2,3,0.8270762469845272,0.6138855555206867,0.6127088530234115
3,variance,0.01,31,2,4,0.8270762469845272,0.6065571525512393,0.6131503088243705
4,variance,0.01,31,2,5,0.8270762469845272,0.606585960512499,0.6127237307119735
