,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.01,2,1,0.6094326476372237,0.5699877653870403,0.6784725083690819
1,0.01,2,2,0.6094326476372237,0.5209406691959179,0.5221907719849206
2,0.01,2,3,0.6094326476372237,0.4264970526458338,0.5205713771595402
3,0.01,2,4,0.6094326476372237,0.4427282981169094,0.5205850239816222
4,0.01,2,5,0.6094326476372237,0.4427281777821403,0.45412422104278505
