,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.01,33,4,1,1.4742970523862144,0.7334816824145786,0.7359119192476582
1,variance,0.01,33,4,2,1.4742970523862144,1.0574599065769144,1.172807978396264
2,variance,0.01,33,4,3,1.4742970523862144,1.0698689828598027,1.0470973301137088
3,variance,0.01,33,4,4,1.4742970523862144,1.0698998926623822,1.089362379969908
4,variance,0.01,33,4,5,1.4742970523862144,1.0699008512481345,1.047007095615118
