,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.0,36,3,1,0.6016546180502285,0.6546191700394687,0.6324511504499528
1,variance,0.0,36,3,2,0.6016546180502285,0.6249918412998416,0.6290730007554632
2,variance,0.0,36,3,3,0.6016546180502285,0.6165974569971202,0.6302633873164762
3,variance,0.0,36,3,4,0.6016546180502285,0.612239500736851,0.6367492944461897
4,variance,0.0,36,3,5,0.6016546180502285,0.612165818071999,0.6369339289752286
