,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.01,3,1,1.149702063596546,0.7996744566206521,0.799126314581724
1,0.01,3,2,1.4902044775699959,0.6229681259376394,0.626736703526987
2,0.01,3,3,1.4902044775699959,0.5044881206129193,0.6267379291868842
3,0.01,3,4,1.4902044775699959,0.5064740771339701,0.6285181106954844
4,0.01,3,5,1.686346707473178,0.49214358634660677,0.5977850758594354
