,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,lowrank_reg,0.1,30,4,1,1.1444142015950445,0.40323388741809046,0.45886711419222515
1,lowrank_reg,0.1,30,4,2,0.8330161894900651,0.6705868705543395,0.6939391116615704
2,lowrank_reg,0.1,30,4,3,0.8969077036392011,0.5022880145327607,0.6740998636148806
3,lowrank_reg,0.1,30,4,4,0.8969077036392011,0.5141413477371729,0.6728674164091253
4,lowrank_reg,0.1,30,4,5,0.8969077036392011,0.5141411471430801,0.672815501198907
