,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.01,1,1,1.2335158081868272,0.6538055880645495,0.6540469463957168
1,0.01,1,2,1.2335158081868272,0.630515498389422,0.6307165185524818
2,0.01,1,3,1.2335158081868272,0.6129960428953395,0.6149728687004661
3,0.01,1,4,1.2335158081868272,0.6334361008278082,0.6148099665687419
4,0.01,1,5,1.2335158081868272,0.6325008812934885,0.6147925066499752
