,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.1,2,1,0.7444765750419592,0.7753109871696904,0.794928614039973
1,0.1,2,2,0.7444765750419592,0.7078310251071845,0.7100154603755015
2,0.1,2,3,0.7444765750419592,0.590148783151496,0.7072990455981173
3,0.1,2,4,0.7444765750419592,0.6324355698177093,0.6042269525037197
4,0.1,2,5,0.7444765750419592,0.6324354752894643,0.6329464360800768
