,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,lowrank_reg,0.0,36,3,1,1.16788700282829,0.282978288094774,0.28049141850992454
1,lowrank_reg,0.0,36,3,2,1.026519720938042,0.31885594888063895,0.3193893978906264
2,lowrank_reg,0.0,36,3,3,1.033825705591347,0.5888710899045593,0.49128120941243425
3,lowrank_reg,0.0,36,3,4,1.033825705591347,0.5788612959952725,0.5199414469009819
4,lowrank_reg,0.0,36,3,5,1.033825705591347,0.5788628502155562,0.4863885508992817
