,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.01,1,1,1.3300608481646885,0.43614515310889496,0.43598225394702617
1,0.01,1,2,1.3300608481646885,0.633542735769523,0.6219556370004133
2,0.01,1,3,1.3300608481646885,0.7489545345284753,0.7208226673362367
3,0.01,1,4,1.3300608481646885,0.7565495058839404,0.72066866355817
4,0.01,1,5,1.3300608481646885,0.7564304192208249,0.7203597829703001
