,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.1,39,4,1,2.025953892868487,1.8900403542539728,1.928880622265873
1,variance,0.1,39,4,2,2.025953892868487,2.2669523532918627,1.9999676676112386
2,variance,0.1,39,4,3,2.025953892868487,2.3588403626662595,2.151492230470713
3,variance,0.1,39,4,4,2.025953892868487,2.522083369289091,2.2270436951471275
4,variance,0.1,39,4,5,2.025953892868487,2.5220874423361477,2.1515430361332233
