,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.0,3,1,1.251490769587073,0.5303294954130072,0.5288635657989719
1,0.0,3,2,1.1342806687362323,0.27735831809391476,0.28072056989614447
2,0.0,3,3,1.211041007054664,0.4497432506767655,0.44640168080895776
3,0.0,3,4,1.211041007054664,0.4799684753210938,0.445157488309353
4,0.0,3,5,1.211041007054664,0.4799699684369604,0.44516062088857355
