,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.01,0,1,1.1341955460589515,1.1052584403539116,1.1061954167324717
1,0.01,0,2,1.1341955460589515,1.552001785803573,1.5364196807846224
2,0.01,0,3,1.1341955460589515,1.5225664999776034,1.5058330052102742
3,0.01,0,4,1.1341955460589515,1.5038847567933684,1.5058440890547151
4,0.01,0,5,1.1341955460589515,1.50388574682182,1.505834877526478
