,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.0,3,1,1.134529378176238,0.8130495392807814,0.8124374699070078
1,0.0,3,2,1.5062550464440523,0.5756837013656128,0.5803044969034412
2,0.0,3,3,1.5062550464440523,0.47966118476790226,0.5803053508605954
3,0.0,3,4,1.5062550464440523,0.48110431971065926,0.5825150651576475
4,0.0,3,5,1.6953960495116944,0.4791486846910046,0.5610254541944344
