,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,lowrank_reg,0.01,38,3,1,1.100787772191593,0.4679552124153345,0.4663329983208869
1,lowrank_reg,0.01,38,3,2,1.0434929279995733,0.23096247568828707,0.2357796610336701
2,lowrank_reg,0.01,38,3,3,0.9714205639839397,0.23442313887375885,0.2292240520831125
3,lowrank_reg,0.01,38,3,4,0.9714205639839397,0.2556772316375929,0.2299545284979048
4,lowrank_reg,0.01,38,3,5,0.9714205639839397,0.25567604986968007,0.2300520544922881
