,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.0,30,2,1,0.5066252366704822,0.4564632412184941,0.5230224887972336
1,variance,0.0,30,2,2,0.5066252366704822,0.4022192773584823,0.40235258930913975
2,variance,0.0,30,2,3,0.5066252366704822,0.42212192609974125,0.4216728560350657
3,variance,0.0,30,2,4,0.5066252366704822,0.4258243730185919,0.421699777165334
4,variance,0.0,30,2,5,0.5066252366704822,0.42582362702979937,0.42249313632691726
