,sm,noisevar,seed,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,variance,0.0,33,0,1,1.8335854895548886,1.5348450381568082,1.530994385002867
1,variance,0.0,33,0,2,1.8335854895548886,1.402808589742912,1.4115710870673939
2,variance,0.0,33,0,3,1.8335854895548886,1.49766051519031,1.4921453468172918
3,variance,0.0,33,0,4,1.8335854895548886,1.5565979069465299,1.537081998125503
4,variance,0.0,33,0,5,1.8335854895548886,1.5569538690710387,1.5404494217960365
