,noisevar,depth,rank,MSE_mean,MSE_cp,MSE_tucker
0,0.0,1,1,1.1762585933403624,1.089749261443937,1.090628904629853
1,0.0,1,2,1.2438436386270564,1.2568129256970269,1.2553581724336207
2,0.0,1,3,1.2438436386270564,1.4990328453174069,1.4740725987869019
3,0.0,1,4,1.2438436386270564,1.5133209420789207,1.4740708441388484
4,0.0,1,5,1.2438436386270564,1.6658274733232548,1.6490453921215067
