depth,rank,noise_var,SM,MSE_mean,MSE_cp,MSE_tucker
0,1,0.01,lowrank_reg_BB,1.1303080975053017,1.0892387861417718,1.0904464496307145
0,2,0.01,lowrank_reg_BB,1.1303080975053017,1.5199554047681294,1.5059284003365794
0,3,0.01,lowrank_reg_BB,1.1303080975053017,1.5102499474196294,1.493747061345935
0,4,0.01,lowrank_reg_BB,1.1303080975053017,1.5119159606707586,1.4937622635555676
0,5,0.01,lowrank_reg_BB,1.1303080975053017,1.5119936081759744,1.4937482813246632
1,1,0.01,lowrank_reg_BB,1.17493179758976,0.4377063115674437,0.4376641559076141
1,2,0.01,lowrank_reg_BB,1.17493179758976,0.4673739749424838,0.4660794361109863
1,3,0.01,lowrank_reg_BB,1.17493179758976,0.4717444996263461,0.4660841300580786
1,4,0.01,lowrank_reg_BB,1.17493179758976,0.42617598047039607,0.4714577692605967
1,5,0.01,lowrank_reg_BB,1.17493179758976,0.4262207808140637,0.47117257898460935
2,1,0.01,lowrank_reg_BB,1.160192306261015,0.398028338645997,0.39757164161774683
2,2,0.01,lowrank_reg_BB,1.160192306261015,0.4084564792501129,0.40742187532884544
2,3,0.01,lowrank_reg_BB,1.160192306261015,0.42014251903093275,0.41170828009436444
2,4,0.01,lowrank_reg_BB,1.160192306261015,0.4127278116223809,0.4138891797695132
2,5,0.01,lowrank_reg_BB,1.160192306261015,0.4127294630377058,0.4138826430537184
3,1,0.01,lowrank_reg_BB,1.2375653207573882,0.5165595898572464,0.5145467836217484
3,2,0.01,lowrank_reg_BB,1.1555344930043754,0.40507803914817,0.4041526057749534
3,3,0.01,lowrank_reg_BB,1.1987721365789972,0.4552815440815127,0.45189288352838414
3,4,0.01,lowrank_reg_BB,1.1987721365789972,0.48590802064347816,0.4534281280640571
3,5,0.01,lowrank_reg_BB,1.1987721365789972,0.48591039657540896,0.45342824585126335
4,1,0.01,lowrank_reg_BB,1.4831072840950326,1.2165458292768068,1.2388712199465532
4,2,0.01,lowrank_reg_BB,1.2927595487743309,0.5665593426448015,0.5290368116060811
4,3,0.01,lowrank_reg_BB,1.1519033512580494,0.3238448096790758,0.3914179843305651
4,4,0.01,lowrank_reg_BB,1.1519033512580494,0.3163998819279197,0.42089478943483427
4,5,0.01,lowrank_reg_BB,1.1519033512580494,0.3163998651744076,0.4208927733600202
